character,top sccs
審,審蕃謈弿萫骞寋舂謩謇
寪,寪蒍冩舃寫蔿為烏蕮爲
寫,寫冩蕮藛窵寓舃冪蔫蔦
寬,寬寛寅霓寘竟竞賈賣斍
寭,寭惠蕙蒠意憙慐悹葸專
寮,寮嶚察竂蔡藔萘蚕荼茶
寯,寯嶲舊巂雟雋寚駕售奮
寰,寰睘瞏衰裊裛袁裏蓑裠
寱,寱寣噳疻瑱旟謓瞋搷羔
寲,寲嶷薿疑葌癡窼蕣穾案
寳,寳贄寶賛贒贊覱贅贀貿
寴,寴藽覭覲覫覣蓢覿窺親
寵,寵竉蘢靇巃龗竈宰鼀鼅
寶,寶費賈賫賁蕡蕒賷蕢寊
寷,寷蘴璺譼豐琧曹譻讋豊
寸,寸才葒守苛計礼动就杫
对,对対苅劝刘勑衬讨奵刄
寺,寺寿咢旉弄恚羞毒芌善
寻,寻导巪曅辠臱亭幂荨甹
导,导寻暑旱号曅巪鼻臱幂
寽,寽耔烀乎哷轷守駍呼薪
対,対对刘苅劝効勑讨衬芀
寿,寿羞寺旉着尃寚焘差旁
尀,尀町时吋酊酎矴叮可呵
封,封尌劸勭刲菿勤剀動崶
専,専荨專熏萛尃蓴草尊葶
尃,尃蒪専荨尊車專蕁蓴尋
射,射躬尌躭塮封劇勮鲋埘
尅,尅剋勊兙剌刜剠赳荊刺
将,将哷烀脟埒捋浖蛶锊酹
將,將眵舽匘牎将临旖胳脗
專,專蓴専雪熏荨事夀蕁享
尉,尉嶎厨罻肘刷蔚勵肑鬪
尊,尊専芎尃蓴車草專彗熏
尋,尋蕁蒪荨掱尃冓蓴蕚薰
尌,尌封剴討鼓勣菿勭剀刲
對,對封箌剉鑯攕判濧譵剀
導,導噵凖鞟準尃蕁渟蕚籌
小,小亅忄朩丨亦水下吓刂
尐,尐尖劣尘令尛台少仱忩
少,少沙殄跈吵妙眕袗胗昣
尒,尒厼个众氽汆仐夵介兊
尓,尓尔亇夵朩木示犿不乑
尔,尔尓亇夵示犿木朩尒尕
尕,尕朶东豤苶忝夵尔不沗
尖,尖桬夨裟楽失头枀氼熒
尗,尗卡木朩术朱乐示歩十
尘,尘坐垒挲毟丄尖垈塋癷
尙,尙尚苘侖仓筒兪侴简簡
尚,尚尙畄肖衟淌诮简筒凿
尛,尛伱惢紒鉩洑沁滁猕心
尜,尜笨龹奍朱桬桊仌枀米
尝,尝芸菐簒葁篡棠業昙籇
尞,尞奈柰套寮僉鮝余奄貵
尟,尟赻尠魊逤魆吵訬眇渺
尠,尠魦眇訬砂渺吵觘竗耖
尡,尡焜覜覑兤惃馄輝棍糠
尢,尢尤冘力无龙圥赤木九
尣,尣允介伈犹众兊兌伱鈊
尤,尤尢冘龙无力术圥赤九
尥,尥尦奿虝赦旭杓妁肑龅
尦,尦尥攽慾敘釣犳敓敛湤
尧,尧荛系乇盏糸髧戔髠盞
尨,尨形杉彩彣彪羏涁钐鬽
尩,尩尪尫徆乪仕伳炟怛価
尪,尪尫尩旭乪恓尰匨起屸
尫,尫尪嗮乪匨尩虺呾胆贮
尬,尬斺兝妎魀炌瓰忦圿扴
尭,尭圥羌先完芫宪売芜兂
尮,尮趓尲魐趃趑尬趚趮愜
尯,尯峗恑姽卼桅馗赩尳兤
尰,尰憻旜幢馗恒巵尷厘憧
就,就訧訹駀魷蚘計针斺蹴
尲,尲魐尮趚趮赚帓膁怽嵰
尳,尳旭尵馗帽悒尯趞訄悁
尴,尴尷尶悭悂鸤魖帖馗趖
尵,尵幘尳愃幊憒幢愩慣慞
尶,尶尷尴懢慬庿憛憧尰幢
尷,尷尶尴尰懢嚂慬馗爁超
尸,尸月戸戶户局启昃斤冄
尹,尹厾爿宭鬼莙旯丮景开
尺,尺昃炅辰反尽民尸宸厂
尻,尻凥兒旯兏屁屄屍厉屎
尼,尼戹苨厄庀廫屁卮冦廜
尽,尽罖尺愿皋荩恳忈尸云
尾,尾肁屖屋鳸犀荱昆厔孱
尿,尿屎杘庲床厌乐仄汖示
局,局扄屇后扃届屆扁晑烏
屁,屁凥屍屈尻厑凬庇風廰
层,层晨廛戻匽昃屢肁屓廈
屃,屃质凥员庼屙屄屓唝屇
屄,屄杘屎层房屃尻屒屚兏
居,居屆唐屠層属届后扂屇
屆,屆届屇居屈層扄局后属
屇,屇届屆扄局后扁眉属屌
屈,屈屆屉帍届屇扄周屌居
屉,屉屜屈屆居屫扂雇膤層
届,届屇屆扄層局眉属居后
屋,屋厔肁屖雇尾屢塵庢匩
屌,屌属層厲帍屇席扄届鳸
屍,屍屁凥尻罽屚屃庞屙屣
屎,屎杘尿厌昃屄戾霂厡民
屏,屏屛庰屝昇异舁孱冔哢
屐,屐屣履展屦屩屒屜屧屨
屑,屑層属眉廧痟屠廬居廜
屒,屒辰宸展痮扆莀痕廈厦
屓,屓賔貭屢鳸扈廣廈厧匵
屔,屔跜胒昵馜眤呢蚭秜屁
展,展屒辰宸扆昃屐痮晟民
屖,屖犀厙肁厗廑厓屋厪屢
屗,屗剭屘剾慰劘圑壓圔尉
屘,屘屗覎匨匙閐罳囤匜颾
屙,屙屚凥厨同屃扄屈屇屆
屚,屚帍屙乕属屈屌扄杘屄
屛,屛屏昇庰屝舁异孱羼屄
屜,屜屉屣屩屐屦雁屈厢歴
屝,屝扉厞屏犀厜屛孱曱屖
属,属屌厲層屇届匾廜居雇
屟,屟廙廪廩厧屢瘭廔穈犀
屠,屠居麏層屑属廧唐靨麞
屡,屡廀廮嬮屢屋扊廖屦扅
屢,屢廔匡肁廑厪屓麞匵廈
屣,屣屐屜屩屦屧屉履屍庭
層,層屑廜属屆届厲癅廬唐
履,履屨屐屦屩厦癁屧廈屣
屦,屦屩屧廢屐履屣屨屡廀
屧,屧屦屩屨屐履屣屜屟厏
屨,屨履雇屢屦屩雐膺廈鹰
屩,屩屫屣屜屦屧屐屨履雇
屪,屪賡赓羼麖屓屢屋孱雇
屫,屫屌屩属厲屉廜蠯席層
屬,屬麖麞匶屢麅廔麢匵庸
屭,屭廤肁區屖厚厘屓廲屢
屮,屮丱中肀忄十岀胪兕卡
屯,屯中电畞五蘵聴工主韦
屰,屰剪萸笰篼籅箅豍弟芛
山,山吅血皿响曲凹咖哑呬
屲,屲币丽冚逦両覀襾面凾
屳,屳仚企嵞个佡兪俞仐命
屴,屴艻叧另屶竻労苪无兂
屵,屵一严龶产龷戸层尸晨
屶,屶芀屴岃艻力峁为宄叧
屷,屷屻屼岘帎峢岄岲叨岍
屸,屸叿皿血虹屼吅屾矼哑
屹,屹吃矻龁岮忔虼盵峵齕
屺,屺帊崛岨忋崐岄崌崓崼
屻,屻屷岘衂峢旫屼叨岉觇
屼,屼屷帆帎岘屻峢叨矹叽
屽,屽岍崹岼嶵旰岲崛虷岬
屾,屾岫灿峏舢岾恤岶帅岵
屿,屿呫岾崝嵪嶟峬岵崂岶
岀,岀出盅胐昢朏跚刪册腨
岁,岁罗夛穸芕夌麦苃发荾
岂,岂岜鼍邑鼌皀彐疂旹旾
岃,岃屶峛芀峁勋屴茆茹力
岄,岄岲峴屷崛蚏岘明嵋岨
岅,岅畈岋皈昄坂炍贩版眅
岆,岆嵊畉岻帙岟怟峡崠恹
岇,岇峁茆斝窌印笻岃莭笷
岈,岈岍屷岘呀岲屼屻嘅岓
岉,岉岰昒吻呦屻物肳圽眑
岊,岊旵峊昷島巼晑昰蛊帚
岋,岋忣昅岅吸圾岥収帔坂
岌,岌芨苃炭茇叐妓岁笈发
岍,岍屽岲屷岈岘岓蚈咞畊
岎,岎帉昐吩盼竕蚡坋聁玢
岏,岏蚖忨酛盶坃岓岲屼玩
岐,岐岥歧峖怶哎蚑帔收帗
岑,岑芩琴苓岺崟笒峇蓉峉
岒,岒岭昑耹吟蚙軡峆皊峪
岓,岓听昕岴圻忻盺炘岏岍
岔,岔盆坌蚠嵞忿弅屳夞兺
岕,岕芥乔夰界奍苶禿秃嵸
岖,岖驱呕眍邖怄崡岯蛧衇
岗,岗闵阂園圜囡岚卤閃閡
岘,岘屻岲屷觇屼峴蚬舰帎
岙,岙盉呑乔忝禿吞秃葢盇
岚,岚凤鼠夙岗凨芃风崴嵗
岛,岛昷乌鸟髙寍峊島畠盅
岜,岜岂邑皀鼍芑旾芭彐罝
岝,岝苲窄嵂準笮乍芢嶣羄
岞,岞昨咋怍炸妰葃嶕憜焔
岟,岟咉峡映怏眏坱峽帙畉
岠,岠嶇峘歫岨昛崓怇醧嘔
岡,岡冋閊同罔闁圃閘団問
岢,岢苛竒嵜笴司葥罰靑峝
岣,岣峋响峒晌恦昫峏呴恂
岤,岤坹柼岏峸峵帵忼崍昿
岥,岥岐帔岋怶峸啵岅坡蚾
岦,岦苙昱亗雴崟罡岊笠壸
岧,岧苕岩峟笤謈鲝謇訔匒
岨,岨崓嶇崛崌岠岬岶峒嵎
岩,岩菪若峟碧岧宕礜春看
岪,岪丳茀罤卑蔸苐男莞巃
岫,岫岶岵岾峬屾岨崓怞嶇
岬,岬崓岨峒嵎呷衈嶇崌崥
岭,岭岒皊昤昑聆呤怜蛉舲
岮,岮咜酡舵蛇佗砣坨屹驼
岯,岯蚽怌呸衃岖魾崡胚柸
岰,岰岉呦坳眑怮軪蚴聈吻
岱,岱帒垈垡侥俴贷侪佸牮
岲,岲峴岘岍岄屷屼堄崛蜺
岳,岳昷旵厈禺乕吊馬帍厒
岴,岴岓坵峏拞崛蚯忻昕听
岵,岵岾岫峬岶岨崓帖咕峼
岶,岶岫岵岾岨崓帕峬嶇嵧
岷,岷岻嵎巗怋崛峴氓眠岟
岸,岸庠崫崖库屖厗厍厙嶏
岹,岹嵧崆昭崓岶岨嶍眧崉
岺,岺苓峇荅芩叜崟笭峑荟
岻,岻岷怟蚳呧坻忯蚔坁岆
岼,岼坪呯蚲屽怦岬軯玶嶵
岽,岽祟崇崬萘亲秦羕罘萗
岾,岾岵峬岫岶屾帖峭峼崓
岿,岿壚埴塇墇归眉殖暄嵿
峀,峀田苖峕蚩苗閏盄罱圛
峁,峁茆岇窌岃屶笷昴峛坃
峂,峂昸峈咚炵鮗佟悠柊略
峃,峃笽諩谥谪訨謚畄艗诎
峄,峄峰驿崢嶗蜂嵼怿嶸嶂
峅,峅嶖崘岎嵢崳圿悅蛻蜍
峆,峆帢崯恰崉哈崦嵴嵢岒
峇,峇荅岺莟容峑苔答崟睿
峈,峈略咯峂恪蛒衉啗挌垎
峉,峉畧客茖苳晷茗署碆笿
峊,峊昷旵圖島岊晑昰圌畠
峋,峋岣恂峒响峬怐昫呴咰
峌,峌晊恎咥嶝嵖眰蛭垤嶠
峍,峍巄嶧幃幥嶀巏嶂愇嶕
峎,峎崀罠莨茛嵔崑良曳曵
峏,峏峒屾崛屷崓咂岣岴岨
峐,峐畡晐咳赅骇硋胲烗輆
峑,峑崟荃峇菳峜輋埊峯崙
峒,峒崓嶇峏嵎岬岨岣酮崛
峓,峓崠恞咦蛦嵄峡嵲岟嵘
峔,峔咾恅蛯叱佬岮栳珯嵃
峕,峕訔旹詈罯罱胄罟骂豐
峖,峖岐崾岥咹歧峻峵峺崚
峗,峗恑蛫垝硊崅尯姽陒诡
峘,峘岠晅嶇歫咺垣岨恒嘔
峙,峙畤岵崹峬崻巗屽嵁崎
峚,峚崣埊奉搴坴鑍塞塁菶
峛,峛刿茢岃剔劌列氻芄峁
峜,峜峑崟埊菳峇荃葢苍岺
峝,峝崮崗茼誾訚閶圊圁晑
峞,峞苊茩庴局屵扄启靥冑
峟,峟宥看岩宕着詈春岧冑
峠,峠咔垰崠嵘峓岞味嵰昧
峡,峡崃岟峽帙崍怏蛱畉咉
峢,峢咧屻蛚屼屷啊岘岰恻
峣,峣蛲哓晓骁硗跷烧娆侥
峤,峤骄硚侨岓岍岈挢酼嶙
峥,峥崅嶕崢崰嶰崹岬嵽峍
峦,峦帟恋嵆盔泴盈盇叴襤
峧,峧皎咬晈蛟恔烄珓较跤
峨,峨皒哦睋峸蛾硪俄珴怴
峩,峩莪罭窢瑴毁嶯彧裘窚
峪,峪唂岒俗硲嵱輍峆崉焀
峫,峫哪琊捓邖啷邮邺喐娜
峬,峬岵岾岫峭岶嵽峋屾峒
峭,峭帩悄峬岾惝哨崰蛸艄
峮,峮嶿峿峼崌巏嵋嶀嵯崛
峯,峯莑睪罣睾塁峑峷辇崟
峰,峰峄蜂巆烽埄嶦琒鞗嶂
峱,峱狃狂猛狅狦狧狌犴猯
峲,峲莉劋剌刜剰剁荆莿筣
峳,峳莜杸袯祋椤秓枝筱祓
峴,峴岲岘岄峺覘幌蜆岍崛
峵,峵岤竤峖呿嵫崃崠屹硡
島,島鳥畠帛巪昌富蛗畐帠
峷,峷睪睾莘崋罣宰嶤芉罦
峸,峸喊晠醎峨嘁怴碱堿慽
峹,峹嵞畬畲悆畚鑫奙塗釡
峺,峺峴崾崸岥岲嵁岘嶇崼
峻,峻畯嵕睃悛唆骏晙崚岭
峼,峼嵽嶒咭峿嶆嵯岵峮岾
峽,峽崍峡悏唊埉蛺岟聗唻
峾,峾垽沂泝近洉泺洞洐峦
峿,峿嶿唔嶀峼峮嶒嶠嶇晤
崀,崀峎莨罠崑良嵔茛曳艮
崁,崁莰嵚羰嶔埉玞琰玖玦
崂,崂嵭嵯嵁峬崝嵽嶆岵峙
崃,崃峡崍崠岟峽嵰帓幉睐
崄,崄验崯睑检硷脸捡呛俭
崅,崅峥唃峗埆峬嶕巁崰峋
崆,崆岹醓啌峼嵧崉嵴硿醘
崇,崇祟萗稁橐崬蔈票岽曓
崈,崈盝審盠舂岙宻葢蓋轟
崉,崉嵖峆嵴嶝崰巑峪嶠嶍
崊,崊晽惏醂啉碄咻琳啾崍
崋,崋睪睾峷聿單革辠畢罣
崌,崌崛崕嵣岨崓巁啹嶇崼
崍,崍峽唻崃睞唊峡吙琜悏
崎,崎畸嵴崦崘嶠峙峆崳崝
崏,崏嶓嵴嵼嶠崕巁崌嵣嵧
崐,崐崼崛崌崲嶇嵎峴岨惃
崑,崑菎峎嵓崀岂嗭罠窤皀
崒,崒萃箤窣苹峷氒苯牶宯
崓,崓岨嶇峒嵎崛崌岬岶巁
崔,崔寉萑雈嵂隹隺嶲崖雟
崕,崕崌嵣啀嶇崛巁恇岨巏
崖,崖崫厓肁匩廛嵟圧廑岸
崗,崗崮峝圖茴茼蔄晑圌訚
崘,崘崳惀蜦埨碖崦嵢峆睔
崙,崙菕嗧崟峇峑器菳岺荅
崚,崚嵕巎巙堎峻睖棱巊峖
崛,崛崌嶇崓岨嵣巁崕峒峏
崜,崜唾歱峘巏畽嶀峍嵼崕
崝,崝皘嶂嶆情嵪崿峼嶿啨
崞,崞嵉嶹嵲醇惇嵪嶂嶋啍
崟,崟峑菳崙峇荃峜埊鈭峯
崠,崠嵘崃嵰峓幉帓岟峡悚
崡,崡蜬岖峏岯愐怄崷幍嵧
崢,崢峥碀睜峄崹崜嵭埩嶾
崣,崣萎峚妛嶳搴蒌耊嬰奏
崤,崤嵢嶓晞嶦崎嵴崝嶖酳
崥,崥嶟岬啤蜱焷嶕嵲峍呻
崦,崦嵴峆醃嶛崘嵖崎嶝崉
崧,崧菘松菻冧林憖慭慹秠
崨,崨啑蜨唗嚏巄啶睫嗹崼
崩,崩朋萠胡朝廟朤鷛廂肪
崪,崪啐悴蜶晬埣睟醉焠賥
崫,崫崖肁岸嶏匩嵟窟駡嶲
崬,崬菄萰崇櫐稁梟彙荑茦
崭,崭龩嶄菥瑞蔪琓薪斩蘄
崮,崮峝崗圊茴圁圖茼訚圄
崯,崯崄唫惍峆琻崘呛帢岭
崰,崰峆嶗崉巆嵴嶝峭崘崦
崱,崱萴剘勩劓勣則甗勛莭
崲,崲喤嵨崐嶋嶁嶹嵲堭嵉
崳,崳崘喻蝓愉堬睮牏瑜惀
崴,崴嵗葳嵅威葴蒇蕆歲嶡
崵,崵畼暢啺蝪場愓輰暘煬
崶,崶葑封罸篈鬪嵜跱剀骂
崷,崷蝤峬嵼岵峭嶆岾嵖岫
崸,崸嵮幁頉幀峺頄幊蝢頔
崹,崹屽嵭峙巗啼岵峬崝崛
崺,崺葹箷甝甩胣膱腨崗耑
崻,崻峙嵷嘥嵽嶕峋咐崆暀
崼,崼崌崐崛岲惿嵁峴岨崕
崽,崽罳葸悹蒠息惠悳恴蒽
崾,崾峺嶁峖喓巊衊崸幭巕
崿,崿嶹嵨呺嵦崝嶧愕嶾嶿
嵀,嵀程桯釋枉桂蓕茬稑挰
嵁,嵁嵯愖岨崼嵑崂峙嶇峺
嵂,嵂葎崔芢寉萑雈箻岝瞿
嵃,嵃喭峐谚楌崞醦嵻峔修
嵄,嵄嶫峓幞嶩幙嵭崂嵮嵯
嵅,嵅葴崴蒧蕆蔵嶻嚴麙叞
嵆,嵆嵇谾峦硲褡褣裕硿醓
嵇,嵇嵆秙秥椌秠稑糀柱穚
嵈,嵈喛愋蝯嗳暖暧煖瑷皧
嵉,嵉崞嶹蝏嵲幬嵪碠惇疇
嵊,嵊岆塖峽崍帓崃崠岅峡
嵋,嵋崌蝞堳岄崛媚嵣峮帽
嵌,嵌藃欯嶡瞂篏歕歃歄嵚
嵍,嵍嶅堥暓硌愗螯蝥嗸盩
嵎,嵎崓峒岨崌岬岷巁巗嶇
嵏,嵏葼夒畟夓嵾荾夔茤寥
嵐,嵐葻凬颪崮風崗峝膩闏
嵑,嵑幆嵎岨喝嵁崓嶱崿崌
嵒,嵒喦品曡毌吊聶虽畾疊
嵓,嵓嚚崑蕌嶌蒀卓嚞皛單
嵔,嵔葨峎萇宴崀罠茛苠莨
嵕,嵕峻惾艐蝬堫畯崚翪騣
嵖,嵖崉嵴崦嶝峆嶆碴峌嶠
嵗,嵗崴歲歳蒇荿葳威宬嵅
嵘,嵘崠嵰幉帓蝾岟蝀悚帙
嵙,嵙萪斞窲科抖料钭枓斟
嵚,嵚嶔崁羰莰嶡嵌衭轶玞
嵛,嵛萮窬奤葥楍菕蘥兪俞
嵜,嵜岢寄哿哥带苛罯罸峕
嵝,嵝嶙蝼喽峻楼崚嵕崉巑
嵞,嵞峹畬畲命畚屳仚兪俞
嵟,嵟雇雐崖厓崫鬳唐肁廛
嵠,嵠嗘慀螇鞵磎蹊榽傒帴
嵡,嵡蓊翁穷翳岺裘荾衮梥
嵢,嵢愴峆崘螥崯瑲熗牄嗆
嵣,嵣巁崕崌崛嶇喱塘嵼曞
嵤,嵤罃螢塋瑩甾緇甇焭煢
嵥,嵥崍崃峽嵰帙磔嶸嵷岟
嵦,嵦皚螘暟崿嶂嵨崝愷嶩
嵧,嵧岹嶒崓嶍岶岨嵎崏崌
嵨,嵨嶋鳴鴫螐崿嗚鳩崲嶩
嵩,嵩蒿蒚葍膏嘗营言菁富
嵪,嵪嗃塙嶋嵉崝嵨崞嶒嵣
嵫,嵫嗞螆磁嶙峽岉咇惤峵
嵬,嵬蒐萈莵鬼見萖克夷臰
嵭,嵭崂崹嶿嶗崿嶒嶾嶹嵯
嵮,嵮崸幁頉幀帺幎順嶼峘
嵯,嵯巏峼嶒嶆岵嵁崂嶱嵼
嵰,嵰崠嵘崃赚幉慊帓嗛螊
嵱,嵱愹峪塎傛嵴熔崉崏峌
嵲,嵲嵉崞嶋崲嶹嶩崥嶁嵨
嵳,嵳蒫墨罣睾茥睪嶤礨琧
嵴,嵴崦崉嶠峆嵖嵽崏崎嶓
嵵,嵵蒔岜罉髆時冔盽蹲黾
嵶,嵶愵嵎岷巗岻幱蜗幗嗮
嵷,嵷暰瞛蹤磫瑽樅摐傱崻
嵸,嵸蓯篵芥岕瘲祽檚烮豵
嵹,嵹蔃蝨齄弪濌鼊蹅蘛蟲
嵺,嵺疁嘐蟉憀磟僇蹘熮幓
嵻,嵻慷嫝帪峺岥岅嵃崠帳
嵼,嵼崏崕嵣巁嶦嵯崷巏崌
嵽,嵽峼嵴峬嶿墆岵螮咭岾
嵾,嵾蔘參篸翏寥蓼参芗茤
嵿,嵿撌摃彉樻罆撗橨膹憒
嶀,嶀嶿嶹峿嵉巏嶆憻峍峮
嶁,嶁嘍崾慺幔崲巕啛嵮巊
嶂,嶂幛幢慞崝疃暲墇崞嵦
嶃,嶃慚螹摲惭嘲嘶哳嘞噺
嶄,嶄蔪蘄葥巅崭蕲龩蘍薪
嶅,嶅嗸嵍盩螯墪骜整螫鏧
嶆,嶆嶒慒峼崝嵯巏嵖崉巑
嶇,嶇崓岨岠崛嘔峒峘崕崌
嶈,嶈蔣蒋膟照韅屫膣鞯琌
嶉,嶉皠嗺蓶璀畦膗磪罐矅
嶊,嶊璀蓷摧膗躣墔嗺嶉皠
嶋,嶋嵨鳴嵪鴣鴫崲鳩嵲崞
嶌,嶌蔦罥富罵駡窵嵓骂鴐
嶍,嶍嵧慴崉岹磖崓崰嵴崏
嶎,嶎罻蔚霨尉庸巚鼾厨廚
嶏,嶏崫崖岸庉庯屇庫嵟巵
嶐,嶐蕯窿霳陛陸樥蘟隍峯
嶑,嶑蟓蝝橡峐鱌像幏幓幪
嶒,嶒噌嵧嶆峼憎峿岶嵯巏
嶓,嶓幡崏嵴憣墦皤噃嶠崤
嶔,嶔嵚崁蘝羰螤嵌麳碳衭
嶕,嶕噍蟭峥憔燋崥崅峍幠
嶖,嶖噏熻嬆崘嵢峅蹹崳嶛
嶗,嶗嶸憦崰巆嘮蟧嵭磱峄
嶘,嶘棧桟糝穆栈穋穇樛淺
嶙,嶙疄嵝憐暽嵫噒燐崉磷
嶚,嶚寮竂藔鮝萘薋養簝費
嶛,嶛崦蟟嘹暸嶮瞭嶝峆崯
嶜,嶜龳諅朞簪朁晷替謈蜝
嶝,嶝嵖崉峆噔墱崰憕瞪崦
嶞,嶞墮隋堕隝噎隔碻障醷
嶟,嶟崥墫噂壿燇嶂幥罇屿
嶠,嶠嵴憍嘺峿崏嶿崎崉嵖
嶡,嶡崴嵌巌嵚巖嵗羰蕨崁
嶢,嶢嶹巉嘵憢皢嶿嶁蟯崂
嶣,嶣蕉鴐雟駕嶲崔罵鴽矍
嶤,嶤蕘羹羮橐堯霋嶪曩睾
嶥,嶥蟩噘橛惞撅蹶嚈峸岋
嶦,嶦幨噡憺曕蟾瞻聸嵼檐
嶧,嶧醳曎峍崿蠌嶵崲嶀幃
嶨,嶨壆盬騶雤嵤騗謅霝盃
嶩,嶩嵨嶋醲崿嵲嶾嵦幜噥
嶪,嶪嶤羹羮峷龒睪業峯曩
嶫,嶫幞嵄曗噗嶸醭幙嶩璞
嶬,嶬巕轙蟻礒儀嵰峖爔艤
嶭,嶭薛辪峷醳啈巋睪瞱薜
嶮,嶮憸噞醶礆嶛瞼崘喰嵢
嶯,嶯霵罭蕺嶻瑴皽皼敼薣
嶰,嶰蠏懈檞峥嘝嘸嶕幠哗
嶱,嶱噶嵪嵯嶋嵁嵑嶆崞嵉
嶲,嶲寯巂雟雋崔售嶣舊崖
嶳,嶳崣茎盠埊盏耊峑鑍搴
嶴,嶴舉鑒寒臩璻圞界幂圂
嶵,嶵屽嶧岍岬嶿啤峍岼崌
嶶,嶶薇獤撴獥幑霺微癓狨
嶷,嶷薿寲籎疑葌荛穾癡蕣
嶸,嶸嶗爃蠑嶫憦嬫巆嵥蟧
嶹,嶹嵉疇幬嚋懤嶀崿嶿崞
嶺,嶺耫蕦乍領績岝襀羵類
嶻,嶻觳臷嶯嵅酨罭載轂穀
嶼,嶼帺懙嵮晪唺懊幀礖頉
嶽,嶽獄嶶撒撤獓藢撠獤擮
嶾,嶾懚崿嶹嚖嶩嵨嵭幰檼
嶿,嶿峿嶀峮醹嶹嶠嚅峼崝
巀,巀叡馢戬戳芗嶻婴戩嶯
巁,巁嵣崌崛崓崕嶇嵎曞嵼
巂,巂雟嶲售寯雋齹吂嵩崖
巃,巃寵罜睪罣蘢茥峷圭龍
巄,巄峍嚨矓曨蠬壠幃崨囇
巅,巅巔巓颠嶄勩皾颤顛勛
巆,巆崰嶗櫿峰嗈攚嶆嵢嶸
巇,巇嚱巘囐嚈蟙幟隵蝛嘁
巈,巈蘜髑韣嶭罱韛闙羈闕
巉,巉嚵嶢嶁嶦崲崐嶋崵巊
巊,巊蠳嘤巕嶁崾嚶崚嵕巎
巋,巋蘬巐歸鼉蘦鴭誩醻髇
巌,巌巖厳嚴嶡嵅晸巚崴踥
巍,巍蘶魏覣魂菀塊动媿瑰
巎,巎巙崚嚶嵕犪嘤嵺喓嘜
巏,巏懽嵯嚾嶆崕嶒峼峮嶀
巐,巐髜譊諄巋謓誖謭講諻
巑,巑礸囋崉嶆嵖嶒巏曊峼
巒,巒蠻轡孿曫鑾戀孌卛攣
巓,巓巔巅蘔贑蒪尃蘏黨藭
巔,巔巓顛贑巅蘏顗顝顎顫
巕,巕巊嶁嶬嶢崾啛峖崚嶫
巖,巖嚴巌嵅嶡麙霰鵳麖鶥
巗,巗曮嵎岷崹巘峙嚈幱崐
巘,巘巇囐嚱瓛嚈巗幟嶥懨
巙,巙巎犪崚躨嵕嚶嘜巊嵺
巚,巚獻厭嵅嶎鳯鳳瞮嚴嶻
巛,巛巜廵緫厸終么繎歘縱
巜,巜巛廵厸乄仏久么幺繎
川,川州儿训灿几帅删刐卌
州,州川凡艸儿灿栦几训丱
巟,巟亢宂庁氘芁氚亣寎麻
巠,巠坙盔盋菑垐韰烾亝韲
巡,巡廵逖迩込迆遾逃逕迯
巢,巢楶糞烡巣箪槳枲奂邕
巣,巣棠枲菐櫱菓桌筙枼奂
巤,巤竄檒贫鼠煢諁弒邕弑
工,工丅丄二主上甿亚埀丁
左,左茫在东差布夳葎右芢
巧,巧丐聍丏玙圬屿虶坾竚
巨,巨亘亶宣冝旦臣叵匵宜
巩,巩叽玑帆忛叭阢屼矾竌
巪,巪辠罥寻島宆昌臱富蛗
巫,巫亚莝座桽卒壐坕工邳
巬,巬巭契奘奰芺猆櫐奀芵
巭,巭巬契穾罺奀突苵櫫芺
差,差羞蒫姜霔嵳砉霆菶着
巯,巯疏琉珫巰锍统玠鋶裗
巰,巰疏巯鋶珫毓统銃勁艈
己,己已巳巴邑弓皀畵弖岂
已,已己巳巴弓邑皀冟弖冝
巳,巳已己巴邑皀圄弓圕且
巴,巴巳已己岜圄皀邑圕圊
巵,巵扈扂卮鳸盾庐庫肩后
巶,巶卲刟馧配朙俷馜邵硭
巷,巷吞菴餋眷莕觠睿巻苍
巸,巸跁颸胆昍田囤呾匝肥
巹,巹脀卺蓍詟聋賌耆查孴
巺,巺罢罴巽異昗曓寒崇呉
巻,巻弮眷卷鲞帣簥誊拳券
巼,巼毘崑喸嗭昆岊曧唟皛
巽,巽巺麜罢嶪異龒櫐崇嶤
巾,巾帀巿市币昁响而晌胴
巿,巿市帀而币巾襾芇両覀
帀,帀而币巿丽市巾襾覀両
币,币帀而巿両市丽巾襾屲
市,市巿帀而巾币襾丽両前
布,布存帘祹裪裄有袸在冇
帄,帄虰叮町耵忊屼靪盯饤
帅,帅咖师川加屾唰卹珈则
帆,帆忛屼帎杋巩叽机恻舤
帇,帇荋芾耑帚帝詰霝肀詌
师,师帅几痲川痂丌峏狮州
帉,帉岎吩盼昐坋玢蚡竕枌
帊,帊屺舥杷蚆吧皅衄把岘
帋,帋氒昏昬菕崙器審罨容
希,希爷豨肴嵞帣狶峹畚稀
帍,帍乕扄屌屚屈吊屇届厈
帎,帎忱屼帆帵屷岘眈枕叻
帏,帏帖忡悑帕帲帞屽怫帨
帐,帐怅枨账胀伥张吠咪畎
帑,帑努嗧络盔孥砮驽錖餐
帒,帒岱贷侥垈牮佸伟仟倚
帓,帓怽皌悚幉帙崠昩崃嵘
帔,帔怶岥啵岋忣柀帗岐蚾
帕,帕帖岶恤岫舶帞怕帏蛐
帖,帖帕帏岾岵帞怞怙帩岫
帗,帗柭軷坺蛂胈帔秡怴拔
